title,locality,city,bhk_raw,price_raw,price_per_sqft_raw,area_raw,floor_raw,furnishing_raw,society_raw,listing_url,scraped_at
"2 BHK Flat for Sale in Ambrosia Alley, Amanora Park Town, Pune",,Pune,,"₹
1.05 Cr",,780 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=25",2026-05-19T02:15:17.212249
"3 BHK Flat for Sale in Atrium Montaire, Balewadi, Pune",,Pune,,"₹
1.35 Cr",,1026 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=26",2026-05-19T02:15:30.823471
"1 BHK Flat for Sale in Varanasi Society, Warje, Pune",,Pune,,"₹
57.5 Lac",,465 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=27",2026-05-19T02:15:44.146494
"2 BHK Flat for Sale in Mohan Nagar Co operative Society, Pune",,Pune,,"₹
1.15 Cr",,1050 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=29",2026-05-19T02:17:09.800466
"1 BHK Flat for Sale in Truspace Paloma, Lohegaon, Pune",,Pune,,"₹
38 Lac",,480 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=30",2026-05-19T02:17:24.136563
"Plot/Land for Sale in Yewalewadi, Katraj Pune",,Pune,,"₹
12.4 Lac",,2250 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=31",2026-05-19T02:17:40.889785
"4 BHK Flat for Sale in G. M. Kenjale Emirus, Laxman Nagar Baner, Pune",,Pune,,"₹
5.50 Cr",,2550 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=32",2026-05-19T02:17:58.355045
"2 BHK Flat for Sale in Gera Adara, Hinjawadi, Pune",,Pune,,"₹
65 Lac",,576 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=34",2026-05-19T02:19:21.991164
"2 BHK Flat for Sale in Shiv Ganga Heights, Dhayari, Pune",,Pune,,"₹
48 Lac",,540 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=35",2026-05-19T02:19:34.670020
"1 BHK Flat for Sale in Alcon Ganga Heights, Mundhwa, Pune",,Pune,,"₹
42 Lac",,360 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=36",2026-05-19T02:19:47.606467
"3 BHK Flat for Sale in Konark Krish, Keshav Nagar Mundhwa, Pune",,Pune,,"₹
93 Lac",,1041 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=37",2026-05-19T02:20:05.035477
"1 BHK Flat for Sale in Hamy Park, Katraj Kondhwa Road, Pune",,Pune,,"₹
35 Lac",,408 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=38",2026-05-19T02:20:18.181155
"2 BHK Flat for Sale in Eiffel City Phase II, Chakan, Pune",,Pune,,"₹
22 Lac",,464 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=39",2026-05-19T02:20:31.955340
"2 BHK Flat for Sale in Kumar Urban Kubera Colony, Kondhwa, Pune",,Pune,,"₹
65 Lac",,596 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=40",2026-05-19T02:20:44.121638
"1 BHK Flat for Sale in Dudhane Heights, Shivane, Pune",,Pune,,"₹
14 Lac",,288 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=41",2026-05-19T02:20:58.761622
"3 BHK Flat for Sale in Kundan Estates, Pimple Saudagar, Pimpri Chinchwad, Pune",,Pune,,"₹
1 Cr",,1188 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=42",2026-05-19T02:21:12.459140
"1 BHK Flat for Sale in Suman Shilp, Dighi, Pune",,Pune,,"₹
31 Lac",,450 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=43",2026-05-19T02:21:26.115383
"Plot/Land for Sale in Sri Venkateshwar Emerald City, Uruli Kanchan Pune",,Pune,,"₹
38 Lac",,1357 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=44",2026-05-19T02:21:40.339879
"2 BHK Flat for Sale in Hemant Sunville, Katraj Ambegaon BK Road, Pune",,Pune,,"₹
80 Lac",,902 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=45",2026-05-19T02:21:54.528353
"2 BHK Flat for Sale in Jalan Aura County, Wagholi, Pune",,Pune,,"₹
46 Lac",,587 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=46",2026-05-19T02:22:11.179986
"2 BHK Flat for Sale in Megapolis Sparklet, Phase 3 Hinjewadi Rajiv Gandhi Infotech Park, Pune",,Pune,,"₹
56 Lac",,684 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=47",2026-05-19T02:22:24.828970
"2 BHK Flat for Sale in Saheel ITrend Life, Wakad, Pune",,Pune,,"₹
65 Lac",,540 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=48",2026-05-19T02:22:39.164779
"2 BHK Flat for Sale in Rohan Abhilasha, Wagholi, Pune",,Pune,,"₹
75 Lac",,720 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=49",2026-05-19T02:22:55.399717
"3 BHK Flat for Sale in Xrbia Hinjewadi, Hinjawadi, Pune",,Pune,,"₹
30 Lac",,575 sqft,,,,"https://www.magicbricks.com/property-for-sale/residential-real-estate?proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-Plot&cityName=Pune&page=50",2026-05-19T02:23:11.098299
